id,name,gender,year_of_birth,year_of_death,city_of_birth,state_of_birth,city_of_death,state_of_death,url
14367,"Hulusi, Mustafa",M,1971,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/mustafa-hulusi-14367
14400,"Yamawaki, Iwao",M,1898,1987,Nagasaki,Nihon,Unknown,Unknown,http://www.tate.org.uk/art/artists/iwao-yamawaki-14400
14410,"Yagaki, Shikanosuke",M,1897,1966,Kyoto,Nihon,Unknown,Unknown,http://www.tate.org.uk/art/artists/shikanosuke-yagaki-14410
14419,"Shibuya, Ryukichi",M,1904,1995,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/ryukichi-shibuya-14419
14423,"Hori, Fusao",M,1897,1982,Ina,Nihon,Tokyo,Nihon,http://www.tate.org.uk/art/artists/fusao-hori-14423
14424,"Komura, Kiyohiko",Unknown,1899,1969,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/kiyohiko-komura-14424
14432,"Bruscky, Paulo",M,1949,Unknown,Recife,Brasil,Unknown,Unknown,http://www.tate.org.uk/art/artists/paulo-bruscky-14432
14433,"Pape, Lygia",F,1927,2004,Nova Friburgo,Brasil,Rio de Janeiro,Brasil,http://www.tate.org.uk/art/artists/lygia-pape-14433
14439,"Ruby, Sterling",M,1972,Unknown,Bitburg,Deutschland,Unknown,Unknown,http://www.tate.org.uk/art/artists/sterling-ruby-14439
14475,"Eneroth, Joakim",M,1969,Unknown,Sverige,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/joakim-eneroth-14475
14489,"Siskind, Aaron",M,1903,1991,New York,United States,Providence,United States,http://www.tate.org.uk/art/artists/aaron-siskind-14489
14505,"Cabrita Reis, Pedro",M,1956,Unknown,Lisboa,Portugal,Unknown,Unknown,http://www.tate.org.uk/art/artists/pedro-cabrita-reis-14505
14527,"Heinzmann, Thilo",M,1969,Unknown,Cape Town,South Africa,Unknown,Unknown,http://www.tate.org.uk/art/artists/thilo-heinzmann-14527
14581,"Cytter, Keren",F,1977,Unknown,Yisra'el,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/keren-cytter-14581
14609,Marwan (Marwan Kassab Bachi),M,1934,Unknown,Suriyah,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/marwan-marwan-kassab-bachi-14609
14637,"Buchler, Pavel",M,1952,Unknown,Ceská Republika,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/pavel-buchler-14637
14647,"Amzalag, Michael",M,1967,Unknown,Paris,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-amzalag-14647
14648,"Augustyniak, Mathias",M,1968,Unknown,Cavaillon,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/mathias-augustyniak-14648
14729,"Madani, Tala",F,1981,Unknown,Îran,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/tala-madani-14729
14735,"Choucair, Saloua Raouda",F,1916,Unknown,Bayrut,Al-Lubnan,Unknown,Unknown,http://www.tate.org.uk/art/artists/saloua-raouda-choucair-14735
14743,"Baalbaki, Ayman",M,1975,Unknown,Marj ‘Uyun,Al-Lubnan,Unknown,Unknown,http://www.tate.org.uk/art/artists/ayman-baalbaki-14743
14744,"Aksel, Erdag",M,1953,Unknown,Izmir,Türkiye,Unknown,Unknown,http://www.tate.org.uk/art/artists/erdag-aksel-14744
14771,"Delahaye, Luc",M,1962,Unknown,Tours,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/luc-delahaye-14771
14791,"Reid, Clunie",F,1971,Unknown,Pembury,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/clunie-reid-14791
14825,"Wakely, Shelagh",Unknown,1932,2011,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/shelagh-wakely-14825
14843,"Sarkissian, Hrair",M,1973,Unknown,Dimashq,Suriyah,Unknown,Unknown,http://www.tate.org.uk/art/artists/hrair-sarkissian-14843
14881,"Davey, Moyra",F,1958,Unknown,Toronto,Canada,Unknown,Unknown,http://www.tate.org.uk/art/artists/moyra-davey-14881
14889,"Kher, Bharti",F,1969,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/bharti-kher-14889
14929,"Hendricks, Barkley",M,1945,Unknown,Philadelphia,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/barkley-l-hendricks-14929
14941,"Mantz, Werner",M,1901,1983,Köln,Deutschland,Eijsden,Nederland,http://www.tate.org.uk/art/artists/werner-mantz-14941
14953,"Barrada, Yto",F,1971,Unknown,Paris,France,Unknown,Unknown,http://www.tate.org.uk/art/artists/yto-barrada-14953
14955,"Janas, Piotr",M,1970,Unknown,Warszawa,Polska,Unknown,Unknown,http://www.tate.org.uk/art/artists/piotr-janas-14955
14983,Dadamaino,F,1935,2004,Milano,Italia,Unknown,Unknown,http://www.tate.org.uk/art/artists/dadamaino-14983
14992,"Gusmão, João Maria",M,1979,Unknown,Lisboa,Portugal,Unknown,Unknown,http://www.tate.org.uk/art/artists/joao-maria-gusmao-14992
14993,"Paiva, Pedro",M,1977,Unknown,Lisboa,Portugal,Unknown,Unknown,http://www.tate.org.uk/art/artists/pedro-paiva-14993
14997,"Tompkins, Hayley",F,1971,Unknown,Leighton Buzzard,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/hayley-tompkins-14997
15101,"Komatsu, André",M,1978,Unknown,São Paulo,Brasil,Unknown,Unknown,http://www.tate.org.uk/art/artists/andre-komatsu-15101
15125,"Martin, Anne",F,1936,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/anne-martin-15125
15133,"T R Uthco (Doug Hall born 1944, Diane Andrews Hall born 1945, Jody Procter 1944-1998)",Unknown,1970,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/t-r-uthco-doug-hall-born-1944-diane-andrews-hall-born-1945-jody-procter-1944-1998-15133
15135,"Ant Farm (Chip Lord, born 1944, Doug Michels, 1943-2003, Curtis Schreier, born 1944)",M,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/ant-farm-chip-lord-born-1944-doug-michels-1943-2003-curtis-schreier-born-1944-15135
15351,"Chernysheva, Olga",F,1962,Unknown,Moskva,Rossiya,Unknown,Unknown,http://www.tate.org.uk/art/artists/olga-chernysheva-15351
15353,"Molodkin, Andrei",M,1966,Unknown,Moskva,Rossiya,Unknown,Unknown,http://www.tate.org.uk/art/artists/andrei-molodkin-15353
15409,"Linke, Simon",M,1958,Unknown,Benalla,Australia,Unknown,Unknown,http://www.tate.org.uk/art/artists/simon-linke-15409
15501,"Takamatsu, Jiro",M,1936,1998,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/jiro-takamatsu-15501
15525,"Holyhead, Robert",M,1974,Unknown,Trowbridge,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/robert-holyhead-15525
15539,"Young-Hae Chang Heavy Industries (Young-Hae Chang, Marc Voge)",Unknown,1966,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/young-hae-chang-heavy-industries-young-hae-chang-marc-voge-15539
15549,"Cluett, Shelagh",F,1947,2007,Bournemouth,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/shelagh-cluett-15549
15557,"Atlas, Charles",M,1958,Unknown,Saint Louis City,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-atlas-15557
15587,"Andrade, Jonathas de",M,1982,Unknown,Maceió,Brasil,Unknown,Unknown,http://www.tate.org.uk/art/artists/jonathas-de-andrade-15587
15589,"Stern, Grete",F,1904,1999,Deutschland,Unknown,Buenos Aires,Argentina,http://www.tate.org.uk/art/artists/grete-stern-15589
15601,"Atkins, Ed",M,1982,Unknown,United Kingdom,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/ed-atkins-15601
15613,"Goeritz, Mathias",M,1915,1990,Gdansk,Polska,Ciudad de México,México,http://www.tate.org.uk/art/artists/mathias-goeritz-15613
15617,"Coppola, Horacio",M,1906,2012,La Plata,Argentina,Buenos Aires,Argentina,http://www.tate.org.uk/art/artists/horacio-coppola-15617
15619,"Makarius, Sameer",M,1924,2009,Al-Qahirah,Misr,Buenos Aires,Argentina,http://www.tate.org.uk/art/artists/sameer-makarius-15619
15851,"Errazuriz, Paz",F,1944,Unknown,Santiago,Chile,Unknown,Unknown,http://www.tate.org.uk/art/artists/paz-errazuriz-15851
15853,"Burtynsky, Edward",M,1955,Unknown,Saint Catharines,Canada,Unknown,Unknown,http://www.tate.org.uk/art/artists/edward-burtynsky-15853
15855,"Wilson, Fred",M,1954,Unknown,Bronx,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/fred-wilson-15855
15930,"Karamustafa, Gulsun",F,1946,Unknown,Türkiye,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/gulsun-karamustafa-15930
15931,"Yalter, Nil",F,1938,Unknown,Al-Qahirah,Misr,Unknown,Unknown,http://www.tate.org.uk/art/artists/nil-yalter-15931
15957,"Tanavoli, Parviz",M,1937,Unknown,Tehran,Îran,Unknown,Unknown,http://www.tate.org.uk/art/artists/parviz-tanavoli-15957
15958,"Haerizadeh, Rokni",M,1978,Unknown,Tehran,Îran,Unknown,Unknown,http://www.tate.org.uk/art/artists/rokni-haerizadeh-15958
15967,"Quaytman, R. H.",Unknown,1961,Unknown,Boston,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/r-h-quaytman-15967
15975,"Hirata, Minoru",M,1930,Unknown,Tokyo,Nihon,Unknown,Unknown,http://www.tate.org.uk/art/artists/minoru-hirata-15975
15999,"Biermann, Aenne",F,1893,1933,Goch,Deutschland,Gera,Deutschland,http://www.tate.org.uk/art/artists/aenne-biermann-15999
16015,"Caro, Antonio",M,1950,Unknown,Bogotá,Colombia,Unknown,Unknown,http://www.tate.org.uk/art/artists/antonio-caro-16015
16018,"Ojeikere, J.D. Okhai",M,1930,2014,Nigeria,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/jd-okhai-ojeikere-16018
16030,"Yamaguchi, Katsuhiro",M,1928,Unknown,Tokyo,Nihon,Unknown,Unknown,http://www.tate.org.uk/art/artists/katsuhiro-yamaguchi-16030
16031,"Otsuji, Kiyoji",M,1923,2001,Tokyo,Nihon,Tokyo,Nihon,http://www.tate.org.uk/art/artists/kiyoji-otsuji-16031
16033,"Kitadai, Shozo",M,1921,2001,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/shozo-kitadai-16033
16107,"Broomberg, Adam",M,1970,Unknown,Johannesburg,South Africa,Unknown,Unknown,http://www.tate.org.uk/art/artists/adam-broomberg-16107
16108,"Chanarin, Oliver",M,1971,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/oliver-chanarin-16108
16111,"Rhodes, Lis",F,1942,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/lis-rhodes-16111
16113,"Cohen, Lynne",F,1944,Unknown,Racine,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/lynne-cohen-16113
16115,"Schulz-Dornburg, Ursula",F,1938,Unknown,Berlin,Deutschland,Unknown,Unknown,http://www.tate.org.uk/art/artists/ursula-schulz-dornburg-16115
16123,"Lawson, Thomas",M,1951,Unknown,Glasgow,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-lawson-16123
16205,"Colone, Adam de",M,1572,1651,Edinburgh,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/adam-de-colone-16205
16207,"Walker, Kelley",M,1969,Unknown,Columbus,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/kelley-walker-16207
16236,Art & Language (Ian Burn),M,1939,1993,Geelong,Australia,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-ian-burn-16236
16241,"Art & Language (Ian Burn, 1939-1993; Mel Ramsden, born 1944)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-ian-burn-1939-1993-mel-ramsden-born-1944-16241
16245,Art & Language (Harold Hurrell),M,1940,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-harold-hurrell-16245
16339,"Collein, Edmund",M,1906,1992,Bad Kreuznach,Deutschland,Unknown,Unknown,http://www.tate.org.uk/art/artists/edmund-collein-16339
16340,"Consemüller, Erich",M,1902,1957,Deutschland,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/erich-consemuller-16340
16341,"Schurmann, Herbert",M,1908,1982,Velbert,Deutschland,Velbert,Deutschland,http://www.tate.org.uk/art/artists/herbert-schurmann-16341
16385,"Raven, Lucy",F,1977,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/lucy-raven-16385
16443,"Perriand, Charlotte",F,1903,1999,Paris,France,Paris,France,http://www.tate.org.uk/art/artists/charlotte-perriand-16443
16444,"Jeanneret, Pierre",M,1896,1967,Genève,Schweiz,Genève,Schweiz,http://www.tate.org.uk/art/artists/pierre-jeanneret-16444
16467,"Shahroudy Farmanfarmaian, Monir",F,1924,Unknown,Qazvin,Îran,Unknown,Unknown,http://www.tate.org.uk/art/artists/monir-shahroudy-farmanfarmaian-16467
16495,"Keen, Jeff",M,1923,2012,Trowbridge,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/jeff-keen-16495
16646,"P-Orridge, Genesis",M,1950,Unknown,Manchester,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/genesis-p-orridge-16646
16658,"Earnshaw, Anthony",M,1924,2001,Ilkley,United Kingdom,Saltburn-by-the-Sea,United Kingdom,http://www.tate.org.uk/art/artists/anthony-earnshaw-16658
16660,"Johnson, Ray",M,1927,1995,Detroit,United States,Sag Harbor,United States,http://www.tate.org.uk/art/artists/ray-johnson-16660
16674,"Grotjahn, Mark",M,1965,Unknown,Pasedena,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/mark-grotjahn-16674
16778,"Lee, Seung-Taek",M,1932,Unknown,Kowon-up,Choson Minjujuui In'min Konghwaguk,Unknown,Unknown,http://www.tate.org.uk/art/artists/seung-taek-lee-16778
16782,"Birdhead (Ji Weiyu, born 1980; Song Tao, born 1979)",M,2004,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/birdhead-ji-weiyu-born-1980-song-tao-born-1979-16782
16784,"Yiadom-Boakye, Lynette",F,1977,Unknown,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/lynette-yiadom-boakye-16784
16792,"Toren, Amikam",M,1945,Unknown,Yerushalayim,Yisra'el,Unknown,Unknown,http://www.tate.org.uk/art/artists/amikam-toren-16792
16798,"Sterne, Hedda",F,1910,2011,Bucuresti,România,Manhattan Island,United States,http://www.tate.org.uk/art/artists/hedda-sterne-16798
16838,Art & Language (Michael Baldwin),M,1945,Unknown,Chipping Norton,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-michael-baldwin-16838
16926,"Lye, Len",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/len-lye-16926
16982,"Sillman, Amy",F,1966,Unknown,Detroit,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/amy-sillman-16982
16988,"El-Salahi, Ibrahim",M,1930,Unknown,As-Sudan,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/ibrahim-el-salahi-16988
17008,"Orrock, James",Unknown,1829,1913,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-orrock-17008
17036,"Valette, Adolphe",Unknown,1876,1942,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/adolphe-valette-17036
17121,"Kochergin, Nikolai",Unknown,1897,1974,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/nikolai-kochergin-17121
17127,"Kozlinsky, Vladimir",Unknown,1891,1967,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/vladimir-kozlinsky-17127
17129,Vara,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/vara-17129
17134,V.Ch.K.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/vchk-17134
17135,"Melnikov, Dmitrii",Unknown,1899,1962,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/dmitrii-melnikov-17135
17138,"Art & Language (Terry Atkinson, born 1939; David Bainbridge, born 1941; Michael Baldwin, born 1945; Harold Hurrell, born",Unknown,1967,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-terry-atkinson-born-1939-david-bainbridge-born-1941-michael-baldwin-born-1945-17138
17194,"Hashmi, Zarina",F,1937,Unknown,Aligarh,Bharat,Unknown,Unknown,http://www.tate.org.uk/art/artists/zarina-hashmi-17194
17197,"Le Sueur, Hubert",Unknown,1590,1658,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/hubert-le-sueur-17197
17198,"Wendt, Lionel",M,1900,1944,Colombo,Sri Lanka,Colombo,Sri Lanka,http://www.tate.org.uk/art/artists/lionel-wendt-17198
17201,"Hore, Somnath",M,1921,2006,Chittagong,Bangladesh,Unknown,Unknown,http://www.tate.org.uk/art/artists/somnath-hore-17201
17224,"Staite-Murray, William",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-staite-murray-17224
17320,"Drew, Leonardo",M,1961,Unknown,Tallahassee,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/leonardo-drew-17320
17408,"Thuring, Caragh",F,1972,Unknown,Bruxelles,België,Unknown,Unknown,http://www.tate.org.uk/art/artists/caragh-thuring-17408
17410,"Yarrow, Catherine",F,1904,1990,Harpenden,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/catherine-yarrow-17410
17412,"Whitten, Jack",M,1939,Unknown,Bessemer,United States,Unknown,Unknown,http://www.tate.org.uk/art/artists/jack-whitten-17412
17414,"Fukushima, Hideko",F,1927,1997,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/hideko-fukushima-17414
17422,"Wylie, Rose",F,1934,Unknown,Hythe,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/rose-wylie-17422
17450,"Crozier, William",M,1930,2011,Glasgow,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-crozier-17450
17656,"Totchemetcheho, Léonard Cosme",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/totche-17656
17732,"Vivares, Francis",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/francis-vivares-17732
